state,year,net in,net out,net total
Mississippi,2016,0.0219034990906722,0.02620230086957874,-0.004298801778906541
Missouri,2016,0.027034961679063926,0.026544378123938468,0.0004905835551254588
Montana,2016,0.036575541685950924,0.03077267479542071,0.005802866890530216
Nebraska,2016,0.02732254657095349,0.025395194520254724,0.0019273520506987649
Nevada,2016,0.04055354162001594,0.03092899075584177,0.009624550864174169
New Hampshire,2016,0.03967699895847594,0.03487581967119137,0.004801179287284574
New Jersey,2016,0.016307539092162184,0.025586690183455316,-0.009279151091293132
New Mexico,2016,0.031490040367236405,0.03202005440352651,-0.0005300140362901051
New York,2016,0.0133523038476593,0.023025110196852785,-0.009672806349193486
North Carolina,2016,0.03298271292223292,0.02589505499657391,0.0070876579256590085
North Dakota,2016,0.0397375752240138,0.05024020790891711,-0.010502632684903312
Ohio,2016,0.01701796032521866,0.01851900048873721,-0.0015010401635185515
Oklahoma,2016,0.026334596016969806,0.027365829495229463,-0.001031233478259657
Oregon,2016,0.034384600445039895,0.02683972948145269,0.007544870963587205
Pennsylvania,2016,0.019932793446645378,0.020488262039174646,-0.0005554685925292686
Rhode Island,2016,0.03136681868735602,0.03420677199168032,-0.002839953304324301
South Carolina,2016,0.03369436035978717,0.026343006217177233,0.007351354142609939
South Dakota,2016,0.037230977522510283,0.03498324216109468,0.0022477353614156065
Tennessee,2016,0.02596386875882566,0.027827748137210877,-0.0018638793783852178
Texas,2016,0.019364584950852533,0.01636598096199659,0.002998603988855944
Utah,2016,0.03566765392819504,0.029025458631879733,0.006642195296315309
Vermont,2016,0.03432748830698739,0.038232707497922395,-0.0039052191909350054
Virginia,2016,0.03177990391825509,0.033432987944060015,-0.0016530840258049267
Washington,2016,0.03578502382423839,0.02718739589827361,0.00859762792596478
West Virginia,2016,0.02606492815797569,0.028420198901640693,-0.002355270743665004
Wisconsin,2016,0.020800391589508874,0.02002416290956457,0.0007762286799443026
Wyoming,2016,0.04583191214179481,0.047180110209571746,-0.0013481980677769387
Alabama,2017,0.02319880531433434,0.021159296558595754,0.002039508755738585
Alaska,2017,0.0413190235252588,0.05831107926789553,-0.01699205574263673
Arizona,2017,0.037738066297370663,0.024032017560715026,0.013706048736655638
Arkansas,2017,0.02675216741707219,0.023678961420751245,0.003073205996320945
California,2017,0.013384107203236843,0.01699071693044467,-0.0036066097272078254
Colorado,2017,0.04094576926977011,0.035486512199447436,0.005459257070322673
Connecticut,2017,0.02343027030644516,0.02789987943156649,-0.004469609125121329
Delaware,2017,0.04045570943956054,0.03770585771757569,0.0027498517219848514
District of Columbia,2017,0.08211182663804559,0.09515906190359104,-0.013047235265545451
Florida,2017,0.02727064714952376,0.021935850333618157,0.005334796815905603
Georgia,2017,0.027077924290865855,0.024950909177206982,0.0021270151136588734
Hawaii,2017,0.032930710614921144,0.04711096334234094,-0.014180252727419795
Idaho,2017,0.0424387698606171,0.03405101494193499,0.008387754918682107
Illinois,2017,0.01541092860537305,0.026659462913552135,-0.011248534308179086
Indiana,2017,0.021586571268454174,0.020143183212783893,0.0014433880556702812
Iowa,2017,0.024806880214234217,0.025624739863264544,-0.0008178596490303267
Kansas,2017,0.029946557522354596,0.03461681141861541,-0.004670253896260815
Kentucky,2017,0.023609993826458314,0.0226922770761472,0.0009177167503111143
Louisiana,2017,0.01573144660798512,0.021997339107925385,-0.006265892499940265
Maine,2017,0.02589765089887955,0.020907232873412326,0.004990418025467222
Maryland,2017,0.027664296317622874,0.03086536307082669,-0.0032010667532038177
Massachusetts,2017,0.021546885489082297,0.02567682251009404,-0.004129937021011741
Michigan,2017,0.015103239867104238,0.015104741264011972,-1.5013969077333489e-06
Minnesota,2017,0.02098077592379614,0.022762704310415396,-0.001781928386619256
Mississippi,2017,0.024957490250158552,0.026500286758481446,-0.0015427965083228933
Missouri,2017,0.02731131776359022,0.025531474032713348,0.0017798437308768726
Montana,2017,0.03411953770797848,0.027255549479739315,0.006863988228239165
Nebraska,2017,0.027719632967078217,0.025427505256135796,0.002292127710942421
Nevada,2017,0.044905002807532825,0.03373775870217513,0.011167244105357695
New Hampshire,2017,0.039746998291178906,0.031785049604171806,0.0079619486870071
New Jersey,2017,0.01707101452707355,0.025265709375776,-0.008194694848702451
New Mexico,2017,0.027758277304487284,0.03263499348473702,-0.0048767161802497384
New York,2017,0.014524829085586822,0.023019450158729835,-0.008494621073143013
North Carolina,2017,0.03089356400653794,0.02424334615314838,0.00665021785338956
North Dakota,2017,0.0501113959612753,0.050547037954945674,-0.00043564199367037565
Ohio,2017,0.017267978974851713,0.01798273151245973,-0.0007147525376080162
Oklahoma,2017,0.026306256937059104,0.024903794647778813,0.0014024622892802908
Oregon,2017,0.036448378956072676,0.027119525964541494,0.009328852991531182
Pennsylvania,2017,0.019733890708707985,0.020177076560830398,-0.000443185852122413
Rhode Island,2017,0.035143803484624946,0.02912293303057686,0.006020870454048085
South Carolina,2017,0.033541265161709806,0.02623889481156551,0.0073023703501442945
South Dakota,2017,0.03047181946153146,0.03221405210515987,-0.0017422326436284073
Tennessee,2017,0.028892941841039965,0.023655256454345044,0.0052376853866949215
Texas,2017,0.018783094437914167,0.01690493830759914,0.0018781561303150285
Utah,2017,0.03258432958913263,0.029697287653685556,0.0028870419354470704
Vermont,2017,0.035322869571257125,0.03394649101406847,0.0013763785571886539
Virginia,2017,0.02991810591838397,0.03159370212446448,-0.0016755962060805117
Washington,2017,0.03563242717977005,0.027638436156050755,0.007993991023719293
West Virginia,2017,0.022247048055225305,0.02408690657754198,-0.0018398585223166758
Wisconsin,2017,0.019631516715638304,0.01987804354736869,-0.00024652683173038634
Wyoming,2017,0.03227820179499654,0.044862520591229735,-0.012584318796233195
Alabama,2018,0.022618564270279643,0.020430974250821972,0.0021875900194576713
Alaska,2018,0.04414272433728843,0.053821953915483375,-0.009679229578194948
Arizona,2018,0.03860489578692203,0.025818396265069214,0.012786499521852814
Arkansas,2018,0.024590039990443423,0.023525267630117093,0.0010647723603263298
California,2018,0.012809009888791963,0.017714217611055863,-0.0049052077222639
Colorado,2018,0.042455488867534676,0.036599949919266406,0.00585553894826827
Connecticut,2018,0.02394379293669696,0.032299016482436785,-0.008355223545739823
Delaware,2018,0.03593249684491588,0.03497217515514681,0.0009603216897690683
District of Columbia,2018,0.06854300531278557,0.08658327201373558,-0.01804026670095002
Florida,2018,0.027841673755552646,0.02269214767576011,0.005149526079792535
Georgia,2018,0.02634590088316926,0.022425800455094354,0.003920100428074905
Hawaii,2018,0.03852376620147572,0.04794724541853108,-0.009423479217055358
Idaho,2018,0.04598052982667303,0.032394845754204704,0.013585684072468324
Illinois,2018,0.01639939666221243,0.024151250598569513,-0.007751853936357082
Indiana,2018,0.021965392741633536,0.020779177700670774,0.0011862150409627618
Iowa,2018,0.02378702185678481,0.02275803894172655,0.001028982915058263
Kansas,2018,0.03331282913414756,0.03385516073598358,-0.0005423316018360186
Kentucky,2018,0.025019967318381214,0.022884466389222622,0.0021355009291585923
Louisiana,2018,0.01767403180608814,0.02070497613604129,-0.003030944329953149
Maine,2018,0.026211110230006156,0.019077445489471632,0.007133664740534524
Maryland,2018,0.027318675421845535,0.03065697873652684,-0.003338303314681306
Massachusetts,2018,0.02107613817467141,0.026314335011705093,-0.0052381968370336825
Michigan,2018,0.014080965653609417,0.015477893201167681,-0.0013969275475582636
Minnesota,2018,0.018087883264874656,0.020295906313454095,-0.002208023048579439
Mississippi,2018,0.02300626210154761,0.025896082865300596,-0.0028898207637529857
Missouri,2018,0.025164919382750253,0.02888316046812945,-0.0037182410853791974
Montana,2018,0.04124051468162323,0.03391703722782135,0.00732347745380188
Nebraska,2018,0.028637720945534337,0.028719063938438205,-8.134299290386837e-05
Nevada,2018,0.04240084347589572,0.030418880838859307,0.011981962637036412
New Hampshire,2018,0.03596728016359918,0.03270886167044358,0.0032584184931555987
New Jersey,2018,0.01813175519782427,0.02621245686895528,-0.008080701671131011
New Mexico,2018,0.028982710154563517,0.035859799113076914,-0.006877088958513397
New York,2018,0.013163522835114289,0.02360947168617559,-0.0104459488510613
North Carolina,2018,0.03101657105816903,0.023561930148131904,0.007454640910037124
North Dakota,2018,0.04499049778281599,0.04427857159147162,0.0007119261913443725
Ohio,2018,0.017137447563483094,0.01795391572656759,-0.000816468163084498
Oklahoma,2018,0.02744955509302787,0.025172054923288684,0.0022775001697391863
Oregon,2018,0.033863535444894906,0.03216571872921438,0.0016978167156805266
Pennsylvania,2018,0.020002052908712074,0.019114036108346947,0.0008880168003651268
Rhode Island,2018,0.03133757961783439,0.03027083160736064,0.0010667480104737531
South Carolina,2018,0.03708565104153203,0.028471089321799616,0.008614561719732416
South Dakota,2018,0.030730966599370343,0.03304655509751763,-0.0023155884981472877
Tennessee,2018,0.0312832813581364,0.026138109091490624,0.005145172266645775
Texas,2018,0.0199038367398684,0.016487265590533724,0.0034165711493346768
Utah,2018,0.032370196072387954,0.02975186295742099,0.0026183331149669635
Vermont,2018,0.042314305889998245,0.033937901069845414,0.008376404820152832
Virginia,2018,0.03252515924096131,0.03140883177870521,0.0011163274622561017
Washington,2018,0.03500478101450887,0.030257353156184722,0.00474742785832415
West Virginia,2018,0.02452464995552771,0.026020825157452097,-0.0014961752019243858
Wisconsin,2018,0.019927410556330714,0.01847775661600417,0.0014496539403265445
Wyoming,2018,0.04507880119187131,0.04586384709002526,-0.0007850458981539452
Alabama,2019,0.021606311071904392,0.02043034878801402,0.0011759622838903722
Alaska,2019,0.04713023655830585,0.0683144585356282,-0.02118422197732235
Arizona,2019,0.03517683199502265,0.024543766755975326,0.010633065239047328
Arkansas,2019,0.019980569103134303,0.021610795349880935,-0.001630226246746632
California,2019,0.012286444843174893,0.016761624696628008,-0.004475179853453115
Colorado,2019,0.042198251806755155,0.03523917996657876,0.006959071840176398
Connecticut,2019,0.02549387228601699,0.029915007303726735,-0.0044211350177097465
Delaware,2019,0.03940021786514956,0.02983060899997476,0.009569608865174797
District of Columbia,2019,0.08440756010986931,0.07650692225772097,0.00790063785214834
Florida,2019,0.02828527111402108,0.021857742494465315,0.006427528619555766
Georgia,2019,0.027099638393387766,0.024338334962831883,0.0027613034305558823
Hawaii,2019,0.03558657206123342,0.04883590288638409,-0.013249330825150674
Idaho,2019,0.04462324727785722,0.03161928138311432,0.013003965894742904
Illinois,2019,0.015205711879490822,0.02446577887890988,-0.009260066999419057
Indiana,2019,0.022749535787372367,0.021512750791544057,0.0012367849958283099
Iowa,2019,0.02327524480318833,0.024023681161107605,-0.0007484363579192757
Kansas,2019,0.03286938994651188,0.03110333418039116,0.0017660557661207214
Kentucky,2019,0.022629589154117415,0.022913074017157656,-0.0002834848630402405
Louisiana,2019,0.014719992618241431,0.020817303934765052,-0.006097311316523621
Maine,2019,0.027130880647855002,0.028795346632253017,-0.0016644659843980149
Maryland,2019,0.02370826687127337,0.030667135125187175,-0.006958868253913803
Massachusetts,2019,0.02110086099960311,0.026198522383567763,-0.005097661383964652
Michigan,2019,0.013360108607052211,0.015448498195892411,-0.0020883895888402
Minnesota,2019,0.019177666950361733,0.02056039853249521,-0.0013827315821334785
Mississippi,2019,0.020953977885932066,0.020473115876459495,0.0004808620094725706
Missouri,2019,0.025099275960562776,0.02251244915455192,0.0025868268060108557
Montana,2019,0.03865868680427703,0.03733148651464026,0.0013272002896367735
Nebraska,2019,0.02410830313951194,0.02746225217183591,-0.0033539490323239683
Nevada,2019,0.043610153112803834,0.03511169676707245,0.008498456345731382
New Hampshire,2019,0.037246093966988976,0.031573792000287565,0.005672301966701411
New Jersey,2019,0.016977430459189105,0.026054843422180677,-0.009077412962991572
New Mexico,2019,0.02678638598630034,0.034280460301299505,-0.0074940743149991655
New York,2019,0.013242921856127462,0.022792883483157833,-0.009549961627030371
North Carolina,2019,0.030391231852660447,0.02488770144271007,0.005503530409950375
North Dakota,2019,0.04885802950295869,0.04038073145211657,0.008477298050842123
Ohio,2019,0.017786547412404444,0.01674049065414059,0.0010460567582638546
Oklahoma,2019,0.026065337891687725,0.02207592453040401,0.003989413361283715
Oregon,2019,0.03109215623113892,0.0279215196904102,0.0031706365407287197
Pennsylvania,2019,0.02110969440606713,0.020375612525091687,0.0007340818809754429
Rhode Island,2019,0.0332990038092446,0.029875392068345823,0.00342361174089878
South Carolina,2019,0.034560658759049914,0.025727624082475246,0.008833034676574668
South Dakota,2019,0.03086255654812377,0.03170543028304884,-0.0008428737349250696
Tennessee,2019,0.0291311179382041,0.02338820828439564,0.00574290965380846
Texas,2019,0.01953942263319277,0.015996898470058557,0.0035425241631342128
Utah,2019,0.030235583798372094,0.028168888455648796,0.002066695342723298
Vermont,2019,0.034348079538830234,0.03679918087233208,-0.0024511013335018483
Virginia,2019,0.03138099109690044,0.03302745792398802,-0.0016464668270875782
Washington,2019,0.030815028789619104,0.026881151045833388,0.003933877743785716
West Virginia,2019,0.022302174501488768,0.022874135718364323,-0.000571961216875555
Wisconsin,2019,0.0187437472669383,0.01771978931737295,0.001023957949565349
Wyoming,2019,0.05279777406944512,0.04124936674330697,0.011548407326138155
Alabama,2021,0.023175491908789075,0.021039199229321855,0.00213629267946722
Alaska,2021,0.04334283216082901,0.057854416613086365,-0.014511584452257358
Arizona,2021,0.036784309315406834,0.0249683698860412,0.011815939429365634
Arkansas,2021,0.025451533302054536,0.02098418797103591,0.004467345331018627
California,2021,0.011160605705474108,0.021536964920762385,-0.010376359215288277
Colorado,2021,0.04342604280790631,0.042981204878176534,0.0004448379297297758
Connecticut,2021,0.02985269370875298,0.02724793795308958,0.0026047557556634
Delaware,2021,0.042779055142967155,0.037070617233756,0.0057084379092111545
District of Columbia,2021,0.08735813719883938,0.09511311598660378,-0.007754978787764405
Florida,2021,0.031251441593976366,0.022100122789702983,0.009151318804273383
Georgia,2021,0.028302756186152335,0.02251834086258434,0.005784415323567996
Hawaii,2021,0.050218117111571356,0.04228765686717538,0.007930460244395976
Idaho,2021,0.05127787717206667,0.031100774399637293,0.02017710277242938
Illinois,2021,0.015558851395060838,0.027015825256016337,-0.011456973860955498
Indiana,2021,0.0232425442113855,0.021728302798652715,0.001514241412732785
Iowa,2021,0.024447157806253308,0.023187925735568066,0.0012592320706852414
Kansas,2021,0.035275188461397905,0.03000686241382794,0.005268326047569966
Kentucky,2021,0.024142915622535392,0.02095765376383803,0.0031852618586973615
Louisiana,2021,0.01792574631910121,0.022585692084952,-0.004659945765850791
Maine,2021,0.031973205201343266,0.014162697796705368,0.017810507404637896
Maryland,2021,0.026233356804375288,0.030473215685276812,-0.0042398588809015245
Massachusetts,2021,0.022889504438346784,0.030324440429136734,-0.00743493599078995
Michigan,2021,0.014375594954783437,0.015886600603847438,-0.0015110056490640015
Minnesota,2021,0.01652288594876322,0.02475586956579171,-0.00823298361702849
Mississippi,2021,0.020468397101768957,0.019648282903898764,0.0008201141978701927
Missouri,2021,0.027189274852710627,0.0243560051779406,0.0028332696747700274
Montana,2021,0.04070892084015914,0.028237053599247757,0.012471867240911382
Nebraska,2021,0.022316337577975975,0.02738778130405975,-0.005071443726083775
Nevada,2021,0.042628486734997535,0.03013167408213189,0.012496812652865646
New Hampshire,2021,0.03864948556877786,0.032463081173082727,0.006186404395695136
New Jersey,2021,0.021345705532205442,0.02679921533480179,-0.005453509802596349
New Mexico,2021,0.03250996175889031,0.027751125153068528,0.0047588366058217806
New York,2021,0.01463592220642709,0.028809573011232808,-0.014173650804805718
North Carolina,2021,0.03222789653677495,0.02302836572509581,0.009199530811679141
North Dakota,2021,0.04949270112131492,0.0415219878701297,0.007970713251185223
Ohio,2021,0.01582108368638617,0.016301394581407978,-0.0004803108950218078
Oklahoma,2021,0.02746026758850071,0.018288791778492425,0.009171475810008285
Oregon,2021,0.0318332970083332,0.0299572206978986,0.001876076310434599
Pennsylvania,2021,0.02038781790679432,0.020308343564958992,7.947434183532692e-05
Rhode Island,2021,0.03985669791688737,0.029981906260583526,0.009874791656303842
South Carolina,2021,0.038155342807863736,0.02317475883243864,0.014980583975425097
South Dakota,2021,0.031118587047939444,0.02940108481038513,0.0017175022375543122
Tennessee,2021,0.031973579411421524,0.02216279281212595,0.009810786599295573
Texas,2021,0.020273818853234,0.015506782525384752,0.004767036327849248
Utah,2021,0.030662761211217148,0.02425692883987159,0.006405832371345559
Vermont,2021,0.04962348305088712,0.027644182646032425,0.02197930040485469
Virginia,2021,0.03186775302617033,0.03239893197405606,-0.0005311789478857284
Washington,2021,0.029423495073360888,0.03517746108759911,-0.005753966014238221
West Virginia,2021,0.02477723623593726,0.020494657030510448,0.004282579205426813
Wisconsin,2021,0.021021230857444673,0.01931872884281108,0.001702502014633591
Wyoming,2021,0.04757130202484498,0.06069979803559407,-0.013128496010749086
Alabama,2022,0.02772856458489883,0.02069513147303623,0.007033433111862601
Alaska,2022,0.05048771327099293,0.04579857018415905,0.00468914308683388
Arizona,2022,0.03880843024265341,0.028592325094515668,0.010216105148137741
Arkansas,2022,0.02871631505595983,0.024909211668041435,0.0038071033879183945
California,2022,0.012317191623461633,0.021145920086959914,-0.00882872846349828
Colorado,2022,0.03976143416252968,0.041556095082152335,-0.0017946609196226523
Connecticut,2022,0.04048938900212178,0.02530409226313541,0.015185296738986373
Delaware,2022,0.045787776502643894,0.03399326814030358,0.011794508362340313
District of Columbia,2022,0.09759706600579174,0.1042092533593611,-0.00661218735356936
Florida,2022,0.033522607161164765,0.022756847585861745,0.01076575957530302
Georgia,2022,0.030376249599093182,0.023768268322470296,0.006607981276622887
Hawaii,2022,0.03942800665819778,0.04719935212034617,-0.007771345462148388
Idaho,2022,0.045822116469213386,0.037268084863584926,0.00855403160562846
Illinois,2022,0.018329981250764224,0.027528738267296352,-0.009198757016532128
Indiana,2022,0.022099669091748604,0.020490824510613764,0.0016088445811348398
Iowa,2022,0.02280930447584167,0.02230871888236676,0.0005005855934749094
Kansas,2022,0.03241154069384395,0.029305580634015033,0.0031059600598289175
Kentucky,2022,0.025368286918446864,0.02002979725247347,0.005338489665973393
Louisiana,2022,0.01660280548401707,0.023286548547672037,-0.006683743063654966
Maine,2022,0.030330016936652257,0.02547124260772493,0.004858774328927326
Maryland,2022,0.02291453081963741,0.033603126602706986,-0.010688595783069577
Massachusetts,2022,0.02472753416139552,0.03116851887240139,-0.006440984711005869
Michigan,2022,0.015896106457771234,0.01695069612602106,-0.0010545896682498251
Minnesota,2022,0.020693940970558142,0.023180971496551128,-0.0024870305259929865
Mississippi,2022,0.024059213153525556,0.020671314787329576,0.00338789836619598
Missouri,2022,0.026712888239613892,0.025767310401749573,0.0009455778378643191
Montana,2022,0.04332783695455637,0.035014020893952544,0.00831381606060383
Nebraska,2022,0.025295892318403342,0.025589936169992656,-0.00029404385158931373
Nevada,2022,0.040504212366873314,0.03661058204316887,0.0038936303237044473
New Hampshire,2022,0.03595388438741101,0.034035871801556906,0.001918012585854105
New Jersey,2022,0.01907761289982921,0.029074233416983824,-0.009996620517154615
New Mexico,2022,0.03445293216698167,0.028242406376927855,0.0062105257900538155
New York,2022,0.015480030052088952,0.02786466934408851,-0.012384639291999558
North Carolina,2022,0.03225954206980233,0.024829759724012964,0.007429782345789369
North Dakota,2022,0.04482295865790696,0.037349464234914816,0.0074734944229921454
Ohio,2022,0.017263764398004783,0.016997047721151185,0.00026671667685359765
Oklahoma,2022,0.029638837374909098,0.021861463531989037,0.007777373842920061
Oregon,2022,0.030554311807324475,0.03744191279940902,-0.006887600992084544
Pennsylvania,2022,0.020450843396829815,0.02176594364997988,-0.001315100253150063
Rhode Island,2022,0.037187818270380375,0.03645049822011052,0.0007373200502698574
South Carolina,2022,0.04202242093457029,0.030033823503094068,0.01198859743147622
South Dakota,2022,0.03483564365251167,0.032274113142599745,0.0025615305099119245
Tennessee,2022,0.03238979615853053,0.026466319189584614,0.0059234769689459135
Texas,2022,0.022524617690535955,0.016885670554835103,0.005638947135700852
Utah,2022,0.027370952048618717,0.03276406188027762,-0.0053931098316589016
Vermont,2022,0.04075129105749842,0.036488821066191696,0.004262469991306722
Virginia,2022,0.03107625678298059,0.03301452650871587,-0.0019382697257352803
Washington,2022,0.03221064599105176,0.033644680020214084,-0.001434034029162326
West Virginia,2022,0.024733967534712745,0.023125657870339995,0.00160830966437275
Wisconsin,2022,0.02063819126133666,0.020875113727552144,-0.0002369224662154834
Wyoming,2022,0.0502826968673192,0.04720658672167255,0.0030761101456466475
Alabama,2023,0.02360846726739716,0.01985160544976496,0.0037568618176322018
Alaska,2023,0.04230419690841216,0.04936555607954749,-0.007061359171135331
Arizona,2023,0.03479854027130048,0.02674523092636382,0.008053309344936657
Arkansas,2023,0.02410030483393653,0.020947923460288335,0.003152381373648195
California,2023,0.01094815240865708,0.017923287745659357,-0.006975135337002277
Colorado,2023,0.03998258152579716,0.0366840417042555,0.0032985398215416573
Connecticut,2023,0.026558134047142017,0.025774876546622336,0.0007832575005196803
Delaware,2023,0.038142529419012396,0.02894806426408635,0.009194465154926047
District of Columbia,2023,0.08484958821238363,0.09674659207963969,-0.011897003867256062
Florida,2023,0.02844026554303447,0.0232602447737575,0.0051800207692769724
Georgia,2023,0.028456638988726586,0.023222291857494096,0.0052343471312324905
Hawaii,2023,0.04122429951296186,0.04130892930936745,-8.462979640559004e-05
Idaho,2023,0.0420091681045386,0.03385853936647999,0.008150628738058607
Illinois,2023,0.01639614294171547,0.023908487257393314,-0.007512344315677846
Indiana,2023,0.022206927781972367,0.01797683695355701,0.004230090828415356
Iowa,2023,0.023079885433235147,0.023779770271293865,-0.0006998848380587175
Kansas,2023,0.026528552292420043,0.03194523693357701,-0.005416684641156966
Kentucky,2023,0.023852954465708964,0.020873752150628668,0.0029792023150802954
Louisiana,2023,0.01535426500607305,0.02231755377729781,-0.006963288771224759
Maine,2023,0.027489928274591825,0.01987321491786706,0.007616713356724765
Maryland,2023,0.026622854406500224,0.03258462553353054,-0.0059617711270303145
Massachusetts,2023,0.020908123114576647,0.02671970431587789,-0.005811581201301243
Michigan,2023,0.013593289463372163,0.015703932061435666,-0.0021106425980635026
Minnesota,2023,0.017675814662093284,0.019282679918414123,-0.0016068652563208385
Mississippi,2023,0.022220815962394166,0.02136186972068197,0.0008589462417121947
Missouri,2023,0.023453942697085887,0.022249449412394793,0.0012044932846910945
Montana,2023,0.03283021933532532,0.03294718089632581,-0.00011696156100049482
Nebraska,2023,0.024840992596780947,0.0250406159315316,-0.00019962333475065375
Nevada,2023,0.03868355818216807,0.03355473124794789,0.005128826934220183
New Hampshire,2023,0.02856036889966853,0.03359054495814923,-0.005030176058480697
New Jersey,2023,0.017006556664789438,0.0245983464829057,-0.007591789818116264
New Mexico,2023,0.03089318580574834,0.031195848050169395,-0.000302662244421055
New York,2023,0.015637574483543328,0.024851133892590156,-0.009213559409046827
North Carolina,2023,0.031648967605834966,0.02205801697514405,0.009590950630690917
North Dakota,2023,0.044407311109247276,0.027594856490571692,0.016812454618675584
Ohio,2023,0.01589513827855226,0.015883288971034273,1.1849307517988045e-05
Oklahoma,2023,0.026845441817050404,0.021226028540547837,0.0056194132765025676
Oregon,2023,0.029843000550415433,0.03144561074525114,-0.001602610194835704
Pennsylvania,2023,0.01851430363751044,0.021302012104714885,-0.002787708467204445
Rhode Island,2023,0.02907235104318761,0.029136802742287318,-6.445169909970877e-05
South Carolina,2023,0.038289991688676354,0.02584128645418319,0.012448705234493165
South Dakota,2023,0.03312955524495258,0.032577316396018276,0.0005522388489343014
Tennessee,2023,0.028829768755612523,0.025784248807774877,0.003045519947837645
Texas,2023,0.02030699183896808,0.016098039912186515,0.004208951926781564
Utah,2023,0.026932530993973858,0.028168589385137114,-0.0012360583911632562
Vermont,2023,0.04161233603560147,0.030257881648091563,0.01135445438750991
Virginia,2023,0.032011299428479356,0.029632469154394596,0.0023788302740847603
Washington,2023,0.027513251887641022,0.028101060801110692,-0.0005878089134696701
West Virginia,2023,0.023968791515435683,0.02347185859008717,0.0004969329253485151
Wisconsin,2023,0.019622820094499848,0.017191961819536018,0.0024308582749638305
Wyoming,2023,0.03974467289460745,0.03977036633940509,-2.5693444797636467e-05
